title,genre,aired,episodes,members,popularity,ranked,score
Jokei Kazoku: Inbou,['Hentai'],"Aug 25, 2006 to Oct 25, 2006",2,4002,6287,,6.64
Shin Sei Yariman Gakuen Enkou Nikki The Animation,['Hentai'],27-Jun-14,1,4776,5874,,6.65
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,['Hentai'],26-Aug-16,1,3558,6597,,6.64
Himekishi Olivia,['Hentai'],"Dec 6, 2013 to Jun 6, 2014",2,4737,5890,,6.65
Garden,['Hentai'],"Apr 26, 2013 to Jul 26, 2013",2,7557,4869,,6.65
Yobai Suru Shichinin no Harame,"['Harem', 'Hentai']","Nov 21, 2014 to Mar 20, 2015",2,3211,6878,,6.66
Toumei Ningen (OVA),['Hentai'],"Feb 10, 2006 to May 12, 2006",2,6863,5055,,6.66
Toriko no Kusari,['Hentai'],"Jul 7, 2017 to Sep 8, 2017",2,3896,6372,,6.66
Saigo no Door wo Shimero!,"['Comedy', 'Drama', 'Romance', 'Yaoi']",23-Mar-07,1,11428,4107,,6.66
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,['Hentai'],"Oct 23, 2015 to Dec 4, 2015",2,5391,5593,,6.66
Tensei Kendo no Harem Colosseo,"['Harem', 'Hentai', 'Supernatural', 'Fantasy']","May 26, 2017 to Jan 26, 2018",4,4951,5793,,6.67
Oshiete Re: Maid,['Hentai'],"Oct 25, 2007 to Feb 25, 2008",2,4854,5820,,6.66
Soreyuke Marin-chan,"['Hentai', 'Sci-Fi']","Dec 14, 2001 to Mar 28, 2003",3,2715,7226,,6.67
Oppai Life,['Hentai'],"Oct 10, 2008 to Jan 9, 2009",2,6634,5126,,6.67
Harukoi Otome,"['Harem', 'Hentai']","Apr 18, 2008 to Jul 18, 2008",2,5202,5655,,6.67
Kotowari: Kimi no Kokoro no Koboreta Kakera,['Hentai'],"Mar 29, 2013 to May 31, 2013",2,4611,5935,,6.67
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,"['Hentai', 'Magic']",28-Aug-15,1,6568,5157,,6.67
Imouto Paradise! 3 The Animation,['Hentai'],"Apr 27, 2018 to Jul 27, 2018",2,3284,6825,,6.68
Discipline Zero,['Hentai'],"Jan 29, 2010 to Jun 25, 2010",2,8081,4743,,6.68
Daiakuji: The Xena Buster Specials,['Hentai'],"Aug 28, 2003 to May 27, 2005",2,2958,7044,,6.68
Reunion,"['Harem', 'Hentai']","Jun 24, 2011 to Sep 30, 2011",2,7420,4902,,6.69
Saimin Ryoujoku Gakuen,['Hentai'],"Dec 19, 2008 to Jun 19, 2009",3,4565,5960,,6.69
Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,['Hentai'],"Apr 25, 2008 to May 27, 2008",2,3262,6809,,6.69
JK to Ero Giin Sensei,['Hentai'],"Sep 28, 2012 to Apr 26, 2013",2,4893,5812,,6.69
Boin,['Hentai'],"Aug 25, 2005 to Jan 25, 2006",2,9543,4421,,6.69
Floating Material,['Hentai'],"Feb 25, 2011 to Mar 25, 2011",2,7288,4931,,6.69
Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,['Hentai'],"May 28, 2010 to Jul 30, 2010",2,6461,5177,,6.7
Shinsei: Futanari Idol - Dekatama-kei!,['Hentai'],"Feb 26, 2016 to Feb 3, 2017",2,5212,5678,,6.7
Itazura The Animation,['Hentai'],"Apr 8, 2005 to Jul 8, 2005",2,6254,5263,,6.7
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,['Hentai'],31-Mar-17,1,3864,6393,,6.7
Mezzo Forte,"['Action', 'Comedy', 'Hentai', 'Sci-Fi']","May 25, 2000 to Jun 25, 2001",2,21015,3114,,6.7
Soukou Kijo Iris,['Hentai'],"Nov 24, 2007 to Sep 27, 2009",4,4514,5996,,6.71
Rinkan Club,['Hentai'],"Apr 29, 2011 to Jan 31, 2014",4,5511,5532,,6.7
Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,['Hentai'],"Oct 5, 2018 to Nov 2, 2018",2,2446,7502,,6.71
Fukubiki! Triangle: Futaba wa Atafuta ♥,['Hentai'],27-Mar-15,1,5599,5508,,6.71
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,['Hentai'],"Apr 25, 2007 to Jun 25, 2007",2,6874,5050,,6.71
Ane Kyun!: Joshi ga Ie ni Kita!,['Hentai'],29-Aug-14,1,5716,5472,,6.71
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,['Hentai'],10-Aug-12,1,5427,5572,,6.72
Gakuen Shimai,['Hentai'],"Aug 1, 2008 to Nov 28, 2008",2,4117,6207,,6.72
Heartful Maman The Animation,['Hentai'],27-Oct-17,1,4258,6154,,6.72
Soushi Souai: Junai Mellow yori,['Hentai'],18-Jan-13,1,3972,6316,,6.73
Tsuma to Mama to Boin,['Hentai'],"Jan 25, 2007 to Jul 25, 2007",2,5464,5539,,6.72
My Imouto: Koakuma na A-Cup,['Hentai'],"Jul 6, 2012 to Sep 28, 2012",2,8719,4597,,6.73
Hime-sama Love Life!,['Hentai'],"May 31, 2019 to ?",,1497,8644,,6.74
Daiakuji: The Xena Buster,['Hentai'],"Nov 27, 2003 to May 27, 2005",6,6139,5299,,6.73
Saishuu Chikan Densha Next,['Hentai'],"Jul 27, 2012 to Oct 26, 2012",2,3904,6355,,6.74
Ringetsu The Animation,['Hentai'],"Jul 25, 2006 to Sep 25, 2006",3,4633,5922,,6.74
Princess Knight☆Catue,['Hentai'],"Jun 11, 2010 to Nov 18, 2011",3,4626,5930,,6.74
Monmusu Quest!,"['Hentai', 'Demons']","Jan 27, 2017 to Feb 10, 2017",2,4046,6271,,6.74
Junjou Shoujo Et Cetera,['Hentai'],"Aug 2, 2013 to Oct 4, 2013",2,4392,6057,,6.74
Jinkou Shoujo: Henshin Sex Android,['Hentai'],"Feb 13, 2009 to May 15, 2009",2,5063,5722,,6.74
Cleavage,['Hentai'],"Feb 24, 2006 to Jun 23, 2006",2,10195,4305,,6.74
Paizuri Cheerleader vs. Sakunyuu Ouendan!,['Hentai'],18-Jul-14,1,4022,6288,,6.75
Pinkerton,['Hentai'],"Jul 22, 2016 to Feb 24, 2017",3,4916,5808,,6.76
Wizard Girl Ambitious,"['Fantasy', 'Hentai']",26-Aug-11,1,9275,4482,,6.77
Sora no Iro Mizu no Iro Ero Specials,['Hentai'],"Jul 28, 2006 to Jun 27, 2008",2,2634,7303,,6.77
Sexfriend,['Hentai'],"Jan 22, 2004 to Apr 23, 2004",2,13826,3794,,6.77
Muma no Machi Cornelica,"['Hentai', 'Demons', 'Supernatural']","Nov 30, 2018 to ?",,2407,7507,,6.77
Kami-machi Sana-chan The Animation,['Hentai'],22-Feb-19,1,2193,7759,,6.77
JK to Ero Konbini Tenchou,['Hentai'],"Feb 26, 2016 to Dec 29, 2017",6,7559,4872,,6.77
Imouto Paradise!,['Hentai'],"Dec 9, 2011 to Apr 20, 2012",2,13101,3869,,6.77
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,['Hentai'],"May 25, 2006 to Oct 25, 2006",2,5504,5524,,6.77
Ane to Boin,['Hentai'],"Dec 25, 2005 to Jul 25, 2006",2,9294,4475,,6.77
Zettai Junshu☆Kyousei Kozukuri Kyokashou!!,['Hentai'],"Dec 14, 2012 to Jun 28, 2013",2,8303,4688,,6.78
TSF Monogatari,['Hentai'],"Nov 25, 2011 to Feb 24, 2012",2,11399,4118,,6.78
Shoujo Sect,"['Comedy', 'Romance', 'Hentai', 'Yuri']","Jul 25, 2008 to Nov 25, 2008",3,23875,2922,,6.78
Kowaremono: Risa Plus The Animation,['Hentai'],7-Oct-16,1,4812,5860,,6.78
Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,['Hentai'],"Apr 29, 2005 to Jun 24, 2005",2,8856,4558,,6.78
Junk Land The Animation,"['Hentai', 'School']",29-Nov-13,1,4845,5845,,6.78
Renketsu Houshiki,['Hentai'],"Jan 25, 2008 to Sep 26, 2008",3,7321,4920,,6.78
JK to Inkou Kyoushi 4,['Hentai'],"May 27, 2011 to Jan 27, 2012",2,6786,5087,,6.78
Honoo no Haramase Doukyuusei,"['Harem', 'Hentai', 'School', 'Yuri']","Dec 25, 2008 to Jun 25, 2009",2,5833,5399,,6.78
Gogo no Kouchou: Junai Mellow yori,['Hentai'],21-Sep-12,1,5161,5701,,6.78
Bust to Bust: Chichi wa Chichi ni,['Hentai'],"Oct 15, 2010 to Mar 7, 2014",3,6993,5025,,6.78
Aku no Onna Kanbu,['Hentai'],"Nov 18, 2011 to Mar 23, 2012",2,7319,4921,,6.78
Warau Kangofu The Animation,['Hentai'],"Oct 26, 2007 to Jan 25, 2008",2,4577,5952,,6.79
Princess Lover! OVA,['Hentai'],"Sep 17, 2010 to Oct 22, 2010",2,26167,2768,,6.79
Kutsujoku,['Hentai'],"Nov 1, 2019 to Dec 6, 2019",2,1549,8550,,6.81
JK to Inkou Kyoushi 4 feat. Ero Giin-sensei,"['Hentai', 'School']","Apr 27, 2018 to ?",,2284,7622,,6.79
Honoo no Haramase Tenkousei,"['Harem', 'Hentai', 'School', 'Yuri']","Oct 27, 2006 to Jul 27, 2007",3,7575,4847,,6.79
Futa-bu! Mix: Futanari World,"['Hentai', 'School', 'Yuri']",26-Jun-15,1,8547,4640,,6.79
Mrs. Junkie,['Hentai'],"Feb 25, 2006 to Jan 25, 2007",2,5866,5392,,6.8
Jutaijima,['Hentai'],"Dec 19, 2014 to Jan 23, 2015",2,5416,5584,,6.8
Brandish,"['Hentai', 'Demons', 'Supernatural']","Jun 22, 2012 to Aug 24, 2012",2,11777,4050,,6.8
Ai no Kusabi (2012),"['Drama', 'Romance', 'Sci-Fi', 'Yaoi']","Jan 18, 2012 to Apr 18, 2012",4,24737,2868,,6.8
Soukan Yuugi,['Hentai'],"Aug 10, 2007 to Nov 9, 2007",2,6580,5145,,6.81
Sex Pistols,"['Comedy', 'Drama', 'Supernatural', 'Yaoi']","Mar 26, 2010 to Apr 27, 2011",2,22795,2991,,6.81
Bible Black,['Hentai'],"Jul 21, 2001 to Jun 25, 2003",6,46330,1992,,6.81
Kiriya Hakushaku Ke no Roku Shimai,['Hentai'],"Dec 22, 2011 to Mar 30, 2012",2,4647,5921,,6.81
Yareruko! Densha Ecchi,['Hentai'],"Oct 28, 2016 to Nov 18, 2016",2,3767,6451,,6.82
Words Worth,"['Adventure', 'Demons', 'Fantasy', 'Hentai', 'Magic']","Aug 25, 1999 to Nov 25, 2000",5,6757,5095,,6.82
Akibakei Kanojo,['Hentai'],"Jun 25, 2004 to Jun 25, 2006",3,12748,3913,,6.81
Majuu Jouka Shoujo Utea,['Hentai'],"Dec 11, 2015 to Jun 9, 2017",4,4575,5977,,6.82
Furueru Kuchibiru,['Hentai'],25-Apr-14,1,8648,4618,,6.81
Kizuna: Koi no kara Sawagi,"['Drama', 'Romance', 'Yaoi']",3-Mar-01,1,5464,5540,,6.82
Sei Shoujo The Animation,['Hentai'],25-Jul-14,1,3742,6462,,6.82
Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,['Hentai'],"Jul 31, 2015 to May 27, 2016",2,4899,5811,,6.82
Boku to Joi no Shinsatsu Nisshi The Animation,['Hentai'],20-Dec-19,1,994,9571,,6.87
Yakata: Kannou Kitan,['Hentai'],"Nov 28, 2014 to Feb 27, 2015",2,4753,5883,,6.83
Bible Black Gaiden,"['Hentai', 'Supernatural']","May 25, 2002 to Aug 25, 2002",2,20075,3196,,6.82
Issho ni H Shiyo,['Hentai'],"Dec 20, 2009 to Dec 9, 2011",6,7538,4859,,6.83
Uhou Renka,['Hentai'],"Jun 29, 2012 to Nov 30, 2012",2,8244,4703,,6.83
Hyakujitsu no Bara,"['Drama', 'Yaoi']","May 29, 2009 to Oct 23, 2009",2,25053,2841,,6.83
Hitozuma♪Kasumi-san,['Hentai'],"Dec 9, 2005 to Apr 14, 2006",2,5918,5374,,6.83
Aku no Onna Kanbu: Full Moon Night,"['Hentai', 'Supernatural']",21-Dec-12,1,6891,5061,,6.83
Otome*Domain The Animation,['Hentai'],29-Sep-17,1,2940,7066,,6.84
Namanaka Hyaku Percent!: Katamusubi no Shinpa,['Hentai'],"Nov 23, 2012 to Jun 7, 2013",3,4759,5873,,6.84
Oshaburi Announcer,['Hentai'],23-May-14,1,3692,6501,,6.84
Kanojo wa Dare to demo Sex Suru.,['Hentai'],"Feb 20, 2015 to Mar 20, 2015",2,6856,5073,,6.84
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,['Hentai'],28-Feb-14,1,4431,6053,,6.84
Ero Manga! H mo Manga mo Step-up♪,['Hentai'],"Dec 25, 2015 to Jan 29, 2016",2,7197,4962,,6.84
Ane Chijo♥Max Heart,"['Harem', 'Hentai']","Aug 31, 2018 to ?",,3169,6883,,6.84
Yume Kui: Tsurumiku Shiki Game Seisaku,['Hentai'],"Jul 29, 2011 to Sep 30, 2011",2,7419,4900,,6.85
Shoukoujo The Animation,['Hentai'],"Oct 28, 2011 to Jan 27, 2012",2,6800,5081,,6.85
Sei Yariman Sisters Pakopako Nikki The Animation,['Hentai'],27-Mar-15,1,5145,5707,,6.85
School,"['Hentai', 'School']","Nov 25, 2011 to Jul 13, 2012",2,4875,5818,,6.85
Mama Puri!?,['Hentai'],"Aug 14, 2009 to Nov 13, 2009",2,4588,5945,,6.85
Jitaku Keibiin,['Hentai'],"Mar 31, 2017 to Sep 29, 2017",4,5772,5442,,6.85
Kyonyuu Kazoku Saimin,['Hentai'],18-Apr-14,1,6000,5366,,6.85
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,['Hentai'],"Oct 28, 2016 to Dec 29, 2016",2,5901,5394,,6.85
Helter Skelter: Hakudaku no Mura,['Hentai'],"Jan 30, 2009 to Nov 28, 2014",4,5983,5348,,6.85
Gakuen Saimin Reido,['Hentai'],"Apr 16, 2010 to Sep 21, 2012",3,8147,4721,,6.85
First Love,['Hentai'],"Mar 16, 2012 to Oct 19, 2012",3,5647,5482,,6.85
Alignment You! You! The Animation,"['Hentai', 'Demons', 'Supernatural', 'School']","Feb 29, 2008 to May 23, 2008",2,10131,4318,,6.85
Yabai! Fukushuu Yami Site,['Hentai'],"Feb 28, 2014 to Apr 25, 2014",2,6200,5283,,6.86
Shimaizuma: Shimaizuma 3 The Animation,['Hentai'],"Sep 25, 2007 to Nov 25, 2007",2,3868,6368,,6.86
Oni Chichi 2,['Hentai'],"Oct 29, 2010 to Nov 26, 2010",2,18733,3300,,6.85
Mesu Kyoushi 4: Kegasareta Kyoudan,['Hentai'],"Oct 30, 2015 to Jul 28, 2017",4,6472,5188,,6.86
Nuresuke JK Ameyadori Rape,['Hentai'],"Jun 8, 2018 to ?",,1720,8287,,6.87
Kirepapa.,"['Comedy', 'Drama', 'Romance', 'Yaoi']","Jan 25, 2008 to Nov 28, 2008",2,41191,2142,,6.87
Kyonyuu Reijou MC Gakuen,['Hentai'],"Feb 24, 2017 to Mar 31, 2017",2,4911,5827,,6.87
Wanna. SpartanSex Spermax!!!,['Hentai'],"Feb 22, 2013 to Sep 27, 2013",2,5999,5352,,6.88
Renai Fuyou Gakuha The Animation,['Hentai'],27-Jun-14,1,4027,6280,,6.88
Love 2 Quad,['Hentai'],"Aug 31, 2012 to Jun 30, 2017",3,9099,4520,,6.88
Haru wo Daite Ita,"['Drama', 'Romance', 'Yaoi']","Mar 31, 2005 to May 27, 2005",2,20079,3194,,6.88
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,['Hentai'],"Oct 28, 2011 to Feb 24, 2012",2,6633,5131,,6.88
Green Eyes: Ane Kyun! yori The Animation,['Hentai'],3-Feb-17,1,5127,5724,,6.88
Boku to Misaki-sensei,"['Hentai', 'School']",28-Apr-17,1,6822,5094,,6.88
Ane☆Haramix,['Hentai'],"Aug 26, 2006 to Sep 15, 2007",4,10669,4222,,6.88
Ura Jutaijima,['Hentai'],"Apr 6, 2018 to Apr 27, 2018",2,3960,6336,,6.89
Kimi no Mana wa Rina Witch,['Hentai'],25-Nov-16,1,3801,6439,,6.89
Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,['Hentai'],27-Feb-15,1,4167,6195,,6.89
Cafe Junkie,['Hentai'],"Oct 31, 2008 to May 29, 2009",2,12431,3952,,6.89
Please ♥♥♥♥ Me!,['Hentai'],"Apr 27, 2012 to Aug 31, 2012",2,12423,3960,,6.9
Oni Chichi 2: Harvest,['Hentai'],30-Jan-15,1,9705,4397,,6.9
Milk Junkie: Shimai-hen,['Hentai'],"Mar 25, 2005 to Nov 25, 2006",4,8342,4669,,6.9
Koi Maguwai,"['Hentai', 'Romance']",26-Dec-14,1,6021,5356,,6.91
Kichiku: Haha Shimai Choukyou Nikki,['Hentai'],"Nov 22, 2013 to Dec 5, 2014",3,4017,6290,,6.91
15 Bishoujo Hyouryuuki,"['Comedy', 'Harem', 'Hentai']","Aug 3, 2009 to May 2, 2011",3,18035,3362,,6.91
Bible Black Only Version,['Hentai'],"Jul 25, 2005 to Apr 25, 2006",2,14159,3760,,6.91
Tennen Koi-iro Alcohol,['Hentai'],"May 30, 2014 to Sep 12, 2014",2,5872,5397,,6.92
Sensitive Pornograph,"['Comedy', 'Drama', 'Hentai', 'Romance', 'Yaoi']",20-Dec-04,1,35822,2319,,6.92
Love Selection The Animation,['Hentai'],"Aug 29, 2008 to Nov 28, 2008",2,5496,5529,,6.92
Koutetsu no Majo Annerose,"['Action', 'Hentai', 'Supernatural']","Jul 27, 2012 to Nov 21, 2014",4,9605,4416,,6.92
Oide yo! Shiritsu Yarimakuri Gakuen,['Hentai'],"Oct 28, 2016 to Dec 29, 2017",4,5588,5517,,6.93
Rensa Byoutou,['Hentai'],"Jun 25, 2007 to Sep 25, 2007",2,3779,6433,,6.93
Kime Koi!,['Hentai'],"Oct 6, 2017 to Dec 22, 2017",2,4300,6126,,6.93
Ikkyuu Nyuukon,"['Harem', 'Hentai']","Oct 20, 2017 to Jun 22, 2018",4,4872,5840,,6.93
Himesama Gentei!,['Hentai'],"May 25, 2012 to Oct 26, 2012",2,6688,5117,,6.93
Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,"['Harem', 'Hentai', 'Demons', 'Supernatural', 'School']",25-Sep-15,1,5619,5500,,6.93
Nariyuki→Papakatsu Girls!! The Animation,['Hentai'],"Feb 23, 2018 to Jun 29, 2018",2,3501,6646,,6.94
Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,['Hentai'],4-Nov-16,1,3997,6317,,6.94
Front Innocent: Mou Hitotsu no Lady Innocent,"['Hentai', 'Historical']",10-Mar-05,1,10762,4201,,6.94
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,['Hentai'],"Feb 9, 2018 to Mar 9, 2018",2,3182,6900,,6.94
Uchuu Kaizoku Sara,"['Hentai', 'Sci-Fi', 'Supernatural']","Apr 26, 2008 to Feb 20, 2010",4,8279,4679,,6.95
Tokubetsu Jugyou 3 SLG The Animation,['Hentai'],"Jan 3, 2014 to Jul 4, 2014",2,4506,6003,,6.95
Tenioha! 2: Nee Motto Ecchi na Koto Ippai Shiyo? The Animation,['Hentai'],"Jun 28, 2019 to ?",,1588,8488,,6.95
Shoujo x Shoujo x Shoujo The Animation,"['Harem', 'Hentai']","Aug 31, 2012 to Nov 30, 2012",2,5689,5457,,6.95
Shinkyoku no Grimoire The Animation,"['Hentai', 'Demons', 'Supernatural', 'Fantasy']","Nov 28, 2014 to Dec 25, 2015",2,4315,6101,,6.95
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,['Hentai'],19-Sep-14,1,3852,6400,,6.95
Kiniitta Chitsu ni Ikinari Nakadashi OK na Resort-tou,['Hentai'],"Sep 20, 2017 to Oct 13, 2017",2,1758,8268,,6.95
Chijoku no Seifuku,['Hentai'],"May 20, 2016 to Jun 17, 2016",2,5033,5751,,6.95
Watashi ga Toriko ni Natte Yaru,['Hentai'],"Sep 18, 2015 to Oct 2, 2015",2,5868,5404,,6.96
Okusama wa Moto Yariman,['Hentai'],"Feb 28, 2014 to Nov 27, 2015",2,7510,4887,,6.97
Nudist Beach ni Shuugaku Ryokou de!! The Animation,['Hentai'],"May 27, 2016 to Oct 28, 2016",2,8320,4693,,6.97
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,['Hentai'],"Apr 26, 2013 to Jul 26, 2013",2,5272,5637,,6.98
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,['Hentai'],"May 27, 2011 to Jun 24, 2011",2,7254,4942,,6.99
Oyasumi Sex,['Hentai'],"Oct 26, 2018 to May 3, 2019",2,3620,6584,,6.99
Oppai Gakuen Marching Band-bu!,['Hentai'],24-Oct-14,1,5127,5711,,6.99
Yokujou Bazooka The Animation,['Hentai'],25-Oct-13,1,4326,6096,,7.01
Nuki Doki! Tenshi to Akuma no Sakusei Battle,['Hentai'],"May 31, 2013 to Sep 27, 2013",2,10157,4325,,7.02
Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,['Hentai'],"Feb 22, 2013 to Jun 28, 2013",2,6362,5228,,7.02
Residence,"['Hentai', 'Demons']","May 12, 2017 to Jan 12, 2018",3,5244,5664,,7.03
Oni Chichi: Vacation,['Hentai'],28-Apr-16,1,9390,4473,,7.04
Spocon!,['Hentai'],"Sep 26, 2014 to Oct 31, 2014",2,5457,5556,,7.04
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,['Hentai'],25-Jan-13,1,6107,5324,,7.04
Lingeries,['Hentai'],"Jul 24, 2003 to Feb 26, 2004",3,6592,5137,,7.04
Ero Manga Mitai na Koi Shiyo,['Hentai'],"Jun 27, 2008 to Sep 26, 2008",2,5423,5559,,7.04
Tamashii Insert,['Hentai'],"Jul 7, 2017 to Oct 6, 2017",2,9119,4525,,7.05
Kakushi Dere,['Hentai'],"Apr 19, 2013 to Nov 29, 2013",3,7121,5004,,7.05
Shoujo kara Shoujo e...,['Hentai'],"Feb 12, 2016 to Mar 11, 2016",2,4655,5926,,7.05
Uchuu Kaizoku Sara Special,"['Hentai', 'Sci-Fi']",26-Nov-10,1,4301,6106,,7.06
Kangoku Senkan,['Hentai'],"May 23, 2009 to Dec 30, 2010",4,7344,4912,,7.06
